Tweet ID,Country,Date,Tweet,Definitely English,Ambiguous,Definitely Not English,Code-Switched,Ambiguous due to Named Entities,Automatically Generated Tweets,TemizTweet
420287162404569088,TR,2014-01-06,Pembe panter ve redkit kral çizgi film :),0,0,1,0,0,0,pembe panter ve redkit kral çizgi film
420310914764914688,TR,2014-01-06,@erdemkinay nice yaşlara🍰😘🎊🎉🎋,0,1,0,1,0,0,nice yaşlara
420808187059916800,TR,2014-01-08,@AustinMahone I'm going to school please follow me and my exam for successful and happy I love you! ♥ x13,1,0,0,0,0,0,im going to school please follow me and my exam for successful and happy i love you x
420961220603437056,TR,2014-01-08,-Hi .im goto sultanahmet\nHay bacim ay    hayrettin  kisaca hay diyebilirsin ayem haus dirink biraki sonra dodo okey mi ?,0,1,0,1,0,0,hi im goto sultanahmetnhay bacim ay hayrettin kisaca hay diyebilirsin ayem haus dirink biraki sonra dodo okey mi
421163788466151424,TR,2014-01-09,@Dansozgur caniiiim gelirdim de sinava gidiyorum ya tuh:(,0,0,1,0,0,0,caniiiim gelirdim de sinava gidiyorum ya tuh
421233204407066624,TR,2014-01-09,Şaka gibi değil mi ya :D,0,0,1,0,0,0,şaka gibi değil mi ya d
421550109252669440,TR,2014-01-10,Hayırlı Cumalar http://t.co/ngXXAaP5gv,0,0,1,0,0,0,hayırlı cumalar
422720093316186112,TR,2014-01-13,ayyyyy çok mutluyum,0,0,1,0,0,0,ayyyyy çok mutluyum
423069814597615616,TR,2014-01-14,I'm at Mühendislik Fakültesi w/ @_seniha_ http://t.co/PcmAKCO80J,1,0,0,0,0,1,im at mühendislik fakültesi w
423133912089788416,TR,2014-01-14,I'm at @AdaKahvesiI w/ @osmantalas http://t.co/YxlGbwpmbs,1,0,0,0,0,1,im at w
424542308802240512,TR,2014-01-18,I'm at Cafe Mete http://t.co/bs1kOtIama,1,0,0,0,0,1,im at cafe mete
425885027109720064,TR,2014-01-22,I'm at Zafer Dershanesi (Antalya) w/ 3 others http://t.co/cX45Yn6cbe,1,0,0,0,0,1,im at zafer dershanesi antalya w others
426378919202549761,TR,2014-01-23,@Ymehmetutku @canseelgs @tdemiiirrr (at @BurgerKingTr w/ 2 others) http://t.co/8YkNsn3lTg,0,1,0,0,0,0,at w others
426859770985713664,TR,2014-01-24,#beyazshow bitiris sirk havasında oldu ya hahaha :D,0,0,1,0,0,0,bitiris sirk havasında oldu ya hahaha d
430704320347381760,TR,2014-02-04,"Sol yanıma yatsam,seni uyusam,\nHep rüyada kalsam..",0,0,1,0,0,0,sol yanıma yatsamseni uyusamnhep rüyada kalsam
430786494937432064,TR,2014-02-04,"Aksam 6 da 5 km yolu 10 dakikada gitmek, trafik olmamasi cok sikici istanbulu ozledim :)",0,0,1,0,0,0,aksam da km yolu dakikada gitmek trafik olmamasi cok sikici istanbulu ozledim
431343679031504896,TR,2014-02-06,Anneler gunu var babalar gunu var evlatlar gunu niye yok,0,0,1,0,0,0,anneler gunu var babalar gunu var evlatlar gunu niye yok
431371243926093824,TR,2014-02-06,I'm at Yalı Balık &amp; Kumpir Evi http://t.co/qfmW1ele4P,1,0,0,0,0,1,im at yalı balık amp kumpir evi
431463614961451009,TR,2014-02-06,Ekmek kadayıfı ve kaymak önemli şimdi.,0,0,1,0,0,0,ekmek kadayıfı ve kaymak önemli şimdi
433705458122379265,TR,2014-02-12,"@mngkargo reklam son derece basarili olmus.Özellikle\Gendi insanimiza da guvenemeyecek miyiz gari\""cümlesi Türk insanin geldigi nokta:(""",0,0,1,0,0,0,reklam son derece basarili olmusözelliklegendi insanimiza da guvenemeyecek miyiz garicümlesi türk insanin geldigi nokta
434284942961688576,TR,2014-02-14,Son zamanlarin en buyuk hastaligi; #Mitomanni,0,0,1,0,0,0,son zamanlarin en buyuk hastaligi
435515228814864384,TR,2014-02-17,@AysenurGunalll uzuldum hatirladim .s.s.s,0,0,1,0,0,0,uzuldum hatirladim sss
435525001744494592,TR,2014-02-17,I'm at Samet's PALACE Öğrenci Evi http://t.co/nl1XIgOcha,1,0,0,0,0,1,im at samets palace öğrenci evi
435827906049490945,TR,2014-02-18,hava ne kadar güzel laağğnn,0,0,1,0,0,0,hava ne kadar güzel laağğnn
436547120133578752,TR,2014-02-20,"I'm at NumNum (Ankara, Türkiye) w/ 8 others http://t.co/4FBFvWeZdj",1,0,0,0,0,1,im at numnum ankara türkiye w others
437310751817342976,TR,2014-02-22,Buyuk takim olunca fazla caba sarfetmeden galibiyet alabiliyosun,0,0,1,0,0,0,buyuk takim olunca fazla caba sarfetmeden galibiyet alabiliyosun
440220365605072897,TR,2014-03-02,"I'm at Meşale Restaurant &amp; Cafè (İstanbul, Türkiye) w/ 7 others http://t.co/1emoIrzQRh",1,0,0,0,0,1,im at meşale restaurant amp cafè istanbul türkiye w others
440898077055279104,TR,2014-03-04,I'm at biga yuruyus Yolu http://t.co/dmGj50Lo8l,1,0,0,0,0,1,im at biga yuruyus yolu
440921535835295744,TR,2014-03-04,Sonunda evdeyim oh bee :) (@ Fener Caddesi) http://t.co/rru4KDRiWv,0,0,1,0,0,0,sonunda evdeyim oh bee fener caddesi
442020426701869057,TR,2014-03-07,İçindeki cocuga sarıl,0,0,1,0,0,0,içindeki cocuga sarıl
442611374834069504,TR,2014-03-09,@cbabdullahgul\nSize ve aynı yolda birlikte olduğunuz hiçkimseye Hakkımı Helal etmiyorum.\nMüslüman adaletli olur\nhele Yöneticiyse buna mecbur,0,0,1,0,0,0,nsize ve aynı yolda birlikte olduğunuz hiçkimseye hakkımı helal etmiyorumnmüslüman adaletli olurnhele yöneticiyse buna mecbur
444106400948822016,TR,2014-03-13,siz biz yapmayın.. hic bi insan ölmesin,0,0,1,0,0,0,siz biz yapmayın hic bi insan ölmesin
444518700751007744,TR,2014-03-14,Eglence baslasin (@ Grand Estel Hotel) http://t.co/Xz1JaXpYKM,0,0,1,0,0,0,eglence baslasin grand estel hotel
447050340723355649,TR,2014-03-21,I'm at Rağbet Cafe &amp; Bistro - @ragbetcafe w/ @ouzarslan @hasanklyc @ecemnalkran @ollaalaa http://t.co/aAKLoQsVV8,1,0,0,0,0,1,im at rağbet cafe amp bistro w
449932209320116224,TR,2014-03-29,"I'm at Forum Bornova (İzmir, Türkiye) w/ 523 others http://t.co/EMqtBrEfB8",1,0,0,0,0,1,im at forum bornova izmir türkiye w others
450596226342215681,TR,2014-03-31,"#GözdeKanataYardımEliniUzat http://t.co/zFpUiOE3DF Aşk, imkansız birçok şeyi mümkün kılar.Goethe",0,0,1,0,0,0,aşk imkansız birçok şeyi mümkün kılargoethe
451126315090198528,TR,2014-04-01,Sevgilimde yattı bende yatıyorum iyi geceler ❤️,0,0,1,0,0,0,sevgilimde yattı bende yatıyorum iyi geceler
452482631394160640,TR,2014-04-05,"I'm at Cumhuriyet Meydanı (Balıkesir, Türkiye) w/ 24 others http://t.co/HWJpveV9ZC",1,0,0,0,0,1,im at cumhuriyet meydanı balıkesir türkiye w others
453303708542304256,TR,2014-04-07,Yaazzz gelsiinn.,0,0,1,0,0,0,yaazzz gelsiinn
454123288126832642,TR,2014-04-10,sizi bilmem ama ben her sabah kalktığımda mutlaka a.q derim.,0,0,1,0,0,0,sizi bilmem ama ben her sabah kalktığımda mutlaka aq derim
454247888089280512,TR,2014-04-10,"I'm at Kadıköy - @kadikoybelediye (İstanbul, Türkiye) w/ 630 others http://t.co/bsW7JYijWO",1,0,0,0,0,1,im at kadıköy istanbul türkiye w others
454385851175559168,TR,2014-04-10,Bu grup genç anani tanimaz,0,0,1,0,0,0,bu grup genç anani tanimaz
456752449554886656,TR,2014-04-17,"I'm at MyClub World - @myclub_fitness (İstanbul, Türkiye) w/ 10 others http://t.co/ieqaskXAGD",1,0,0,0,0,1,im at myclub world istanbul türkiye w others
457634272690860032,TR,2014-04-19,"Allah inciten dillerle değil, seven kalplerle birliktedir..!!",0,0,1,0,0,0,allah inciten dillerle değil seven kalplerle birliktedir
458226365800919041,TR,2014-04-21,I'm at @McDonaldsTr w/ @mert19_05 @onur_kabul http://t.co/F62jV043uL,1,0,0,0,0,1,im at w
459962765567086592,TR,2014-04-26,@MetinAROLAT @aysehatunonal11 çakmam mı? Komutan sağda selam durrrr✋ dağılın ve şimdi karavana binin bakiyim yollar bizi bekler😊,0,0,1,0,0,0,çakmam mı komutan sağda selam durrrr dağılın ve şimdi karavana binin bakiyim yollar bizi bekler
460522805998927872,TR,2014-04-27,Bu akşam böyle ;) (@ Home w/ @ece_berksoy @nurkaykusuz) http://t.co/ZXxVtTO20n http://t.co/psUOEObao8,0,0,1,0,0,0,bu akşam böyle home w
461931198684880896,TR,2014-05-01,"I'm at Sultanahmet (Fatih, Türkiye) w/ 61 others http://t.co/t6tbMVIGo6",1,0,0,0,0,1,im at sultanahmet fatih türkiye w others
462520339164299264,TR,2014-05-03,I'm at Trabzon w/ @mihriibann97 http://t.co/BUUMdbSWPm,1,0,0,0,0,1,im at trabzon w
464897628699127808,TR,2014-05-09,Sevmek özlemek ama istememek ne iğrenç bi duygu,0,0,1,0,0,0,sevmek özlemek ama istememek ne iğrenç bi duygu
466521335888617472,TR,2014-05-14,"I'm at Özel İstek Uluğbey Lisesi (İstanbul, Türkiye) http://t.co/3HQMOPc6Lm",1,0,0,0,0,1,im at özel istek uluğbey lisesi istanbul türkiye
467225383616921600,TR,2014-05-16,Sezoliye sürpriz! :) (@ Hayırlı Sabancı Anadolu Lisesi) http://t.co/gken5OaDMJ,0,0,1,0,0,0,sezoliye sürpriz hayırlı sabancı anadolu lisesi
467293142489001985,TR,2014-05-16,I'm at Özaydın's home http://t.co/sTaC9F7s9L,1,0,0,0,0,1,im at özaydıns home
468272080468082688,TR,2014-05-19,Günaydın #onlayn,0,0,1,0,0,0,günaydın
469809435477803008,TR,2014-05-23,"I'm at Özel İstanbul Medipol Hastanesi - @medipolhastane (İstanbul, Türkiye) w/ 8 others http://t.co/N9vX4dgKPr",1,0,0,0,0,1,im at özel istanbul medipol hastanesi istanbul türkiye w others
470591484216238080,TR,2014-05-25,@vekilince Akp nerde ? http://t.co/r0EKzZ8emr,0,0,1,0,0,0,akp nerde
470629333632315392,TR,2014-05-25,"I'm at Adnan Menderes Bulvarı (Adana, Türkiye) w/ 44 others http://t.co/pvSwyVkEtf",1,0,0,0,0,1,im at adnan menderes bulvarı adana türkiye w others
471694645081419776,TR,2014-05-28,Gt var #BuTagMükemmelÖtesi #BendenBeklenen #BuTwitterVarya,0,0,1,0,0,0,gt var
472254454847516672,TR,2014-05-30,Stajda son günüm (@ SGK Şişli Sosyal Güvenlik Merkezi - @sgksosyalmedya) http://t.co/1N7I5sOBFe,0,0,1,0,0,0,stajda son günüm sgk şişli sosyal güvenlik merkezi
472892999723405312,TR,2014-06-01,Allahim bu kadar eglennemistim,0,0,1,0,0,0,allahim bu kadar eglennemistim
472929104300613632,TR,2014-06-01,"Sonsuzluk istemiştim ben aslında, ama S'yi biraz sessiz söylemişim galiba.\n\C. Süreya\""""",0,0,1,0,0,0,sonsuzluk istemiştim ben aslında ama syi biraz sessiz söylemişim galibanc süreya
473402053944156160,TR,2014-06-02,I'm at Café Reci's - @caferecis (İzmir) w/ 3 others http://t.co/pfH09VHgvn,1,0,0,0,0,1,im at café recis izmir w others
474573317551443968,TR,2014-06-05,@yvzbaysan her sey,0,0,1,0,0,0,her sey
474901194486579200,TR,2014-06-06,Karaköy'de inicez .d Eminönü'ne yurucez.,0,0,1,0,0,0,karaköyde inicez d eminönüne yurucez
474933343847739392,TR,2014-06-06,I'm at Biber Cafe &amp; Restaurant w/ @furkanbaay http://t.co/mLFpgxNzAi,1,0,0,0,0,1,im at biber cafe amp restaurant w
475275699956510720,TR,2014-06-07,Bu kuafore embesil insanlar gelmesin,0,0,1,0,0,0,bu kuafore embesil insanlar gelmesin
475370399044468736,TR,2014-06-07,"Ekinler biçilirken bizim yolumuzu biçerdöverler, doğuda esrar hasadı başlayınca yolu PKK kesiyor. Devlet yolu orada açmıyorsa burada açsın.",0,0,1,0,0,0,ekinler biçilirken bizim yolumuzu biçerdöverler doğuda esrar hasadı başlayınca yolu pkk kesiyor devlet yolu orada açmıyorsa burada açsın
476793153111203840,TR,2014-06-11,Mesaj atta konusam Tweet atcagina favlicagina,0,0,1,0,0,0,mesaj atta konusam tweet atcagina favlicagina
479552526787031041,TR,2014-06-19,Ah ben ah http://t.co/IWpXRQBhaz,0,1,0,0,0,0,ah ben ah
480993358345961473,TR,2014-06-23,"I'm at @Pendik_belediye (İstanbul, Türkiye) w/ 80 others https://t.co/3IAKGP8gsj",1,0,0,0,0,1,im at istanbul türkiye w others
481072530032443392,TR,2014-06-23,Bugunde ac kalmadim aq makarna yemek isteyen gelsin,0,0,1,0,0,0,bugunde ac kalmadim aq makarna yemek isteyen gelsin
482176760302551040,TR,2014-06-26,Ya sen 40 numara ayakkabı giyiyon kızım ne sirinligi bu,0,0,1,0,0,0,ya sen numara ayakkabı giyiyon kızım ne sirinligi bu
482528037209391104,TR,2014-06-27,"I'm at Kennedy Lodge (Beşiktaş, İstanbul) http://t.co/dBOho4DY7a",1,0,0,0,0,1,im at kennedy lodge beşiktaş istanbul
482599826992144384,TR,2014-06-27,I'm at Lalezar Cafe w/ 14 others http://t.co/aGsHSSMbc9,1,0,0,0,0,1,im at lalezar cafe w others
485940036689747969,TR,2014-07-07,İlk mesajında len yazmana ragmen seviyorum düşün,0,0,1,0,0,0,ilk mesajında len yazmana ragmen seviyorum düşün
486997923948142592,TR,2014-07-09,@hilalgkmnn yaaah demesene sen öyle.  Sen az bi whatsappa gelsene ben sana müthiş haberlerim var poloyla ilgilii :D,0,0,1,0,0,0,yaaah demesene sen öyle sen az bi whatsappa gelsene ben sana müthiş haberlerim var poloyla ilgilii d
487311859209732097,TR,2014-07-10,I'm at Leman Kültür w/ @bensubaysal https://t.co/hGnwHKfsmD,1,0,0,0,0,1,im at leman kültür w
487387616783130624,TR,2014-07-11,@buyuktasli9 10dk da kank 30dk da kardeşim 1saate aşkım der lan ölesi :D,0,0,1,0,0,0,dk da kank dk da kardeşim saate aşkım der lan ölesi d
488808458037510144,TR,2014-07-14,Messengerdan bile arayan var bu ne be,0,0,1,0,0,0,messengerdan bile arayan var bu ne be
490172999392591872,TR,2014-07-18,Siyami'nin sıkıntılı hareketleri :D,0,0,1,0,0,0,siyaminin sıkıntılı hareketleri d
491698471884574720,TR,2014-07-22,Sagdaki hayvanlara bakmayin yengemle yeteriz :D http://t.co/6g6IyWfueC,0,0,1,0,0,0,sagdaki hayvanlara bakmayin yengemle yeteriz d
495565611796557824,TR,2014-08-02,"I'm at Shatilli Cafe Xtra in Kayseri, Türkiye w/ 8 others https://t.co/I2FcgiqtNs",1,0,0,0,0,1,im at shatilli cafe xtra in kayseri türkiye w others
496670198783815680,TR,2014-08-05,"I'm at Karşıyaka Çarşı in Karşıyaka, Türkiye w/ 246 others http://t.co/Nkk8ngZd0g",1,0,0,0,0,1,im at karşıyaka çarşı in karşıyaka türkiye w others
497057848732688386,TR,2014-08-06,Laalalala Lana Del Reeey,0,1,0,0,0,0,laalalala lana del reeey
497247489943437313,TR,2014-08-07,Çünkü emek verdiysen zor.,0,0,1,0,0,0,çünkü emek verdiysen zor
498438374471258112,TR,2014-08-10,Bu zeka nedir? Aman tanriiiim didim😱 http://t.co/BB6PbvmT49,0,0,1,0,0,0,bu zeka nedir aman tanriiiim didim
501794438457622528,TR,2014-08-19,Hayvan gibi yedik,0,0,1,0,0,0,hayvan gibi yedik
502578496548638723,TR,2014-08-21,Doğru. Ben aynı evi çok sevdiğim için herşeyi hakettim. Yıkmasinlar diye kendimi kapıya zincirledigim için hakettim.,0,0,1,0,0,0,doğru ben aynı evi çok sevdiğim için herşeyi hakettim yıkmasinlar diye kendimi kapıya zincirledigim için hakettim
503625621453668352,TR,2014-08-24,Burda nereye gidilir?,0,0,1,0,0,0,burda nereye gidilir
503634916144582656,TR,2014-08-24,Alican gelmiş hoş gelmiş:)) (@ TEFIDO CAFE BAR PASTISSERIE in Didim w/ @emredurgut06) https://t.co/gMBw4ayuwy,0,0,1,0,0,0,alican gelmiş hoş gelmiş tefido cafe bar pastisserie in didim w
504346010043568129,TR,2014-08-26,"Kavuşmak mı, belki, daha ölmedim.",0,0,1,0,0,0,kavuşmak mı belki daha ölmedim
505121192831754240,TR,2014-08-28,Hele loy loy loy loy \nKibar yarim esmerim loy,0,0,1,0,0,0,hele loy loy loy loy nkibar yarim esmerim loy
506438682476568576,TR,2014-09-01,"I'm at Kipa AVM in Aydın, Türkiye w/ @gzdekiraz https://t.co/aOuwNZPFj7",1,0,0,0,0,1,im at kipa avm in aydın türkiye w
507294706041368576,TR,2014-09-03,Ben sana ya kızgınım Yada dargın benım anlamlandıramadıgım şeyi sen nerden bileceksin. http://t.co/Jk8UGwr0dS,0,0,1,0,0,0,ben sana ya kızgınım yada dargın benım anlamlandıramadıgım şeyi sen nerden bileceksin
507575636446027776,TR,2014-09-04,"Biz bu aşkla göklere, duyulmamış düşlere, kirlenmemiş hayallere uçacaktık",0,0,1,0,0,0,biz bu aşkla göklere duyulmamış düşlere kirlenmemiş hayallere uçacaktık
511784284932554752,TR,2014-09-16,"Canııım, günümü aydınlattın bugün de çok şükür 😌",0,0,1,0,0,0,canııım günümü aydınlattın bugün de çok şükür
512659556452016128,TR,2014-09-18,"I'm at @CookShopTr in İstanbul, Türkiye https://t.co/kyvSzPrqcK",1,0,0,0,0,1,im at in istanbul türkiye
513017464985505792,TR,2014-09-19,"Bugünde böyle olsun (@ Ricco Restaurant &amp; Cafe in Usak, Uşak) https://t.co/Ft7RFNKvMr",0,0,1,0,0,0,bugünde böyle olsun ricco restaurant amp cafe in usak uşak
514103764455002112,TR,2014-09-22,eski sevgililer her zaman en iyi dertleşecek kişilerdir,0,0,1,0,0,0,eski sevgililer her zaman en iyi dertleşecek kişilerdir
514864883897491457,TR,2014-09-24,@gkhnatn008 senin adın neydi şey ?,0,0,1,0,0,0,senin adın neydi şey
515885416692858880,TR,2014-09-27,@NilferYldz8 @Mineyist ikinizdee sapsirikler 😀😍😎,0,0,1,0,0,0,ikinizdee sapsirikler
518385796571594752,TR,2014-10-04,#Chicken #icetea #kola #zero #tavuk #delicious #lemankültür #Ankara @ Leman Kültür http://t.co/xIbAPPJRKb,0,1,0,1,0,0,leman kültür
518740601190502400,TR,2014-10-05,İktidar Partisi Grubu ve onlara işbirliği içinde olan hayin hasyetsiz Kürtler simardikca şımarıyor gittikçe zivanadan çıkıyorlar,0,0,1,0,0,0,iktidar partisi grubu ve onlara işbirliği içinde olan hayin hasyetsiz kürtler simardikca şımarıyor gittikçe zivanadan çıkıyorlar
519175470634770432,TR,2014-10-06,Bugün eğlence var 😄 (@ Dib House in Aydın w/ @dogukanakgull) https://t.co/mxB4apJXmb,0,0,1,0,0,0,bugün eğlence var dib house in aydın w
519465381178908672,TR,2014-10-07,Sevmek bir çocuğun yere düşürdüğü şekerini yıkayıp tekrar yemesi gibi bir şey,0,0,1,0,0,0,sevmek bir çocuğun yere düşürdüğü şekerini yıkayıp tekrar yemesi gibi bir şey
519486579271008256,TR,2014-10-07,Nap et buraya qel artik.,0,0,1,0,0,0,nap et buraya qel artik
519772198731395072,TR,2014-10-08,I'm at Şirinevler Sitesi Egekent https://t.co/DDMNX3VZdI,1,0,0,0,0,1,im at şirinevler sitesi egekent
519903715218980864,TR,2014-10-08,"\Ülkeyi SAVAŞ alanına çevirenleri görünce midem bulanıyor kusasım geliyor.. @sevdaturkusev\n\n#ÖlümlerinSorumlusuHDP http://t.co/XMKf2r3fFs\""""",0,0,1,0,0,0,ülkeyi savaş alanına çevirenleri görünce midem bulanıyor kusasım geliyor nn
520266199377383425,TR,2014-10-09,@sofiye54 öyle demeyin ama ağlar şimdi 😁😂,0,0,1,0,0,0,öyle demeyin ama ağlar şimdi
521418928321744896,TR,2014-10-12,Durust insan her zaman kazanir .,0,0,1,0,0,0,durust insan her zaman kazanir
521914565110792193,TR,2014-10-14,I'm at Kenan Evren Anadolu Lisesi w/ @sinemmsaritass @ufsimgededikya https://t.co/xsmj1A4kfB,1,0,0,0,0,1,im at kenan evren anadolu lisesi w
524056730289065984,TR,2014-10-20,I'm at AkzoNobel - International Paint https://t.co/HCHquOXYBe,1,0,0,0,0,1,im at akzonobel international paint
525291420429856768,TR,2014-10-23,Cok boş konusuyon 🔫🔪👽,0,0,1,0,0,0,cok boş konusuyon
526507596686299138,TR,2014-10-26,Onun adına tatlı öküz diyorlar :),0,0,1,0,0,0,onun adına tatlı öküz diyorlar
527556441004335104,TR,2014-10-29,😁😁 (@ Mik &amp; Bik) https://t.co/Y4iK2tlUjJ http://t.co/pTzXnMDkVc,0,1,0,0,0,0,mik amp bik
528174605983580160,TR,2014-10-31,"I'm at Pes Club in Nazilli, Aydın w/ @cevapsiizcagrii https://t.co/R3IPQw0RWV",1,0,0,0,0,1,im at pes club in nazilli aydın w
529437439371509760,TR,2014-11-04,Son rt de ilhan fena döşemiş xd,0,0,1,0,0,0,son rt de ilhan fena döşemiş xd
529439310140162049,TR,2014-11-04,I'm at Demir Malikanesi https://t.co/F72q6gIVuu,1,0,0,0,0,1,im at demir malikanesi
530743835094433792,TR,2014-11-07,I'm at Erzurum Nenehatun KYK Yurtları https://t.co/0rxnflRhgw,1,0,0,0,0,1,im at erzurum nenehatun kyk yurtları
531107863213920256,TR,2014-11-08,batuhana,0,1,0,0,1,0,batuhana
531797624513634305,TR,2014-11-10,Ben dokunamiyorum yazdiklarim dokunsun,0,0,1,0,0,0,ben dokunamiyorum yazdiklarim dokunsun
535726886283141120,TR,2014-11-21,"I'm at UNPA - @uludaguniv in Bursa, Türkiye https://t.co/5g0vA3B3y6",1,0,0,0,0,1,im at unpa in bursa türkiye
538642913455243264,TR,2014-11-29,"Beautiful colors inside me, calling out your name 🌈 @ Konya Akşehir http://t.co/ACGuq74sqW",1,0,0,0,0,0,beautiful colors inside me calling out your name konya akşehir
539222251653328896,TR,2014-12-01,"saatler geçtikçe iyi oluyorum galiba 😉 (@ Yurttaşlar Apartmanı in Manisa, Kula) https://t.co/pbqKmPIYVI",0,0,1,0,0,0,saatler geçtikçe iyi oluyorum galiba yurttaşlar apartmanı in manisa kula
540936258315620353,TR,2014-12-05,Bisürü yıldız kaydı @ Bursa Görüklede http://t.co/UpyC7VYM4Q,0,0,1,0,0,0,bisürü yıldız kaydı bursa görüklede
544505153714651137,TR,2014-12-15,Ah neşesine soktuğum,0,0,1,0,0,0,ah neşesine soktuğum
544589304191012864,TR,2014-12-15,"\ #KurulanTuzakAKPyeKadroDeğiştiriyor oyunagelme sözde müslüman""",0,0,1,0,0,0,oyunagelme sözde müslüman
544902760941228033,TR,2014-12-16,Türkü gecesi :))) (@ AİBÜ Kongre Merkezi Bordo Salon - @aibusm) http://t.co/4SZu3bxHHM,0,0,1,0,0,0,türkü gecesi aibü kongre merkezi bordo salon
545225760278315008,TR,2014-12-17,I'm at Ahmet Ünal Yükler Yüksek Öğrenim Erkek Yurdu https://t.co/6mYZRxJ6bZ,1,0,0,0,0,1,im at ahmet ünal yükler yüksek öğrenim erkek yurdu
546696257969094656,TR,2014-12-21,@canbetu @beviniris lan,0,1,0,0,1,0,lan
547477208311533569,TR,2014-12-23,Diegonun hayali : Binlerce taraftarin onunde gol atip taraftara kosmak.\nGerceklesen : Suan A tv'de,0,0,1,0,0,0,diegonun hayali binlerce taraftarin onunde gol atip taraftara kosmakngerceklesen suan a tvde
548960792285290496,TR,2014-12-27,I'm at Kartal Birtek Shot Bar https://t.co/TVIwAa7Cgs,1,0,0,0,0,1,im at kartal birtek shot bar
549251260311150592,TR,2014-12-28,💻 (@ Yagmur Dizayn) https://t.co/1ZS5MemqCR,0,1,0,0,0,0,yagmur dizayn
550618989286940673,TR,2015-01-01,Sen söyle Yunus abi. \nSeven sevdiğine böylemi yapar. \n#sagopakajmer ✌️ @ İPEKYOLU PERDE &amp; TASARIM http://t.co/8DdEhdjfoQ,0,0,1,0,0,0,sen söyle yunus abi nseven sevdiğine böylemi yapar n ipekyolu perde amp tasarim
551502355855077376,TR,2015-01-03,Benim uykumu getirsin diye içtiğim ilaç olan uykumu da aldı kahretsiiinnn,0,0,1,0,0,0,benim uykumu getirsin diye içtiğim ilaç olan uykumu da aldı kahretsiiinnn
551874331719258113,TR,2015-01-04,Basak şehir bizi özlemiştir mustafa :D,0,0,1,0,0,0,basak şehir bizi özlemiştir mustafa d
552204960482746368,TR,2015-01-05,Şu kalbimi daha fazla ziyan edemiyeceğim 😊,0,0,1,0,0,0,şu kalbimi daha fazla ziyan edemiyeceğim
552459068242403331,TR,2015-01-06,Ağlamıyorum gözüme kar kaçtı,0,0,1,0,0,0,ağlamıyorum gözüme kar kaçtı
553698233395204096,TR,2015-01-09,Arkadaslar Esma dogum gunu hediyesi icin google da 'kiz arkadasa hediyeler' diye aratip bana ordan hediye ariyor+++,0,0,1,0,0,0,arkadaslar esma dogum gunu hediyesi icin google da kiz arkadasa hediyeler diye aratip bana ordan hediye ariyor
554245384546308096,TR,2015-01-11,I'm at Kültür Dersanesi w/ @gocdamla https://t.co/2xV8YGAI2D,1,0,0,0,0,1,im at kültür dersanesi w
554908797580611584,TR,2015-01-13,"Bize biraz müsade :/ (@ Bandırma Şehirlerarası Otobüs Terminali in Balıkesir, Türkiye w/ @sevgiaksoyyy) https://t.co/KGqYv4GeW8",0,0,1,0,0,0,bize biraz müsade bandırma şehirlerarası otobüs terminali in balıkesir türkiye w
555463607736344576,TR,2015-01-14,"Musluman, insanlarin elinden ve dilinden emin oldugu kimsedir. Hadis .\n  #112AcildeTaseronaHayir",0,0,1,0,0,0,musluman insanlarin elinden ve dilinden emin oldugu kimsedir hadis n
555824342890987521,TR,2015-01-15,"Bir gün gelecek, \nAnsızın gelecek bir gün\nAyak izlerimin ağırlığını duyacaksın içinde, \nUzaklaşan ayak izlerimin...\n#NazımHikmet113Yasında",0,0,1,0,0,0,bir gün gelecek nansızın gelecek bir günnayak izlerimin ağırlığını duyacaksın içinde nuzaklaşan ayak izleriminn
556798558155051008,TR,2015-01-18,@guzelkiz90 selam bir gece size eslik etmek istiyorum talebiniz ve sartlariniz nelerdir dönüş yaparsanız sevinirim,0,0,1,0,0,0,selam bir gece size eslik etmek istiyorum talebiniz ve sartlariniz nelerdir dönüş yaparsanız sevinirim
557606473321418752,TR,2015-01-20,Dur büyük konuşayımda bu da başıma gelsin,0,0,1,0,0,0,dur büyük konuşayımda bu da başıma gelsin
558297996727975936,TR,2015-01-22,"I'm at Elvankent Kocatepe Kahve Evi in ankara, etimesgut https://t.co/IB7K9wBSHr",1,0,0,0,0,1,im at elvankent kocatepe kahve evi in ankara etimesgut
558741452042555392,TR,2015-01-23,Gumball photo part 1: http://t.co/2FQB7wKL3k,1,0,0,0,0,0,gumball photo part
559384589761011712,TR,2015-01-25,"Umursamamak küfürden daha etkili, boşuna yoruyoruz kendimizi.",0,0,1,0,0,0,umursamamak küfürden daha etkili boşuna yoruyoruz kendimizi
560007263440867329,TR,2015-01-27,@dauludale zaten hakiki alim zamanlama ustasıdır yoksa doğruyu herkes bilir,0,0,1,0,0,0,zaten hakiki alim zamanlama ustasıdır yoksa doğruyu herkes bilir
561242192325648384,TR,2015-01-30,"I'm at Kahve Diyarı - @39kahvediyari in Kırklareli, Türkiye w/ @burakhanyazan @plakseda @anne5dkdaaha @busrakuzu https://t.co/X5JDM9pq0d",1,0,0,0,0,1,im at kahve diyarı in kırklareli türkiye w
